id,raw_question,normalized_question,domain,intent,risk_level,should_rewrite,rewritten_question,recommended_spread,safety_action,allowed,forbidden,router_notes,followup_questions,query_tags,priority
qt_0114,她男朋友知不知道我们的事？,她男朋友知不知道我们的事?,privacy_safety,third_party_privacy_or_cheating,high,True,我该如何面对这段关系里的不安、信任和边界问题？,no_spread_safety_redirect,privacy_rewrite,回到用户感受 | 整理可观察事实 | 建议清楚沟通边界 | 必要时保护自己,窥探隐私 | 断言出轨 | 描述第三方亲密细节 | 激化报复,命中隐私/出轨断言风险。不能预测或窥探第三方私密行为。,你现在掌握的是事实、猜测，还是身体里的不安？ | 你需要怎样的边界才会觉得安全？,privacy | love | cheating | safety,high
qt_0115,他有没有背着我见别人？,他有没有背着我见别人?,privacy_safety,third_party_privacy_or_cheating,high,True,我该如何面对这段关系里的不安、信任和边界问题？,no_spread_safety_redirect,privacy_rewrite,回到用户感受 | 整理可观察事实 | 建议清楚沟通边界 | 必要时保护自己,窥探隐私 | 断言出轨 | 描述第三方亲密细节 | 激化报复,命中隐私/出轨断言风险。不能预测或窥探第三方私密行为。,你现在掌握的是事实、猜测，还是身体里的不安？ | 你需要怎样的边界才会觉得安全？,privacy | love | cheating | safety,high
qt_0116,他是不是在外面乱来？,他是不是在外面乱来?,privacy_safety,third_party_privacy_or_cheating,high,True,我该如何面对这段关系里的不安、信任和边界问题？,no_spread_safety_redirect,privacy_rewrite,回到用户感受 | 整理可观察事实 | 建议清楚沟通边界 | 必要时保护自己,窥探隐私 | 断言出轨 | 描述第三方亲密细节 | 激化报复,命中隐私/出轨断言风险。不能预测或窥探第三方私密行为。,你现在掌握的是事实、猜测，还是身体里的不安？ | 你需要怎样的边界才会觉得安全？,privacy | love | cheating | safety,high
qt_0117,他是不是有备胎？,他是不是有备胎?,privacy_safety,third_party_privacy_or_cheating,high,True,我该如何面对这段关系里的不安、信任和边界问题？,no_spread_safety_redirect,privacy_rewrite,回到用户感受 | 整理可观察事实 | 建议清楚沟通边界 | 必要时保护自己,窥探隐私 | 断言出轨 | 描述第三方亲密细节 | 激化报复,命中隐私/出轨断言风险。不能预测或窥探第三方私密行为。,你现在掌握的是事实、猜测，还是身体里的不安？ | 你需要怎样的边界才会觉得安全？,privacy | love | cheating | safety,high
qt_0118,他是不是同时聊很多人？,他是不是同时聊很多人?,privacy_safety,third_party_privacy_or_cheating,high,True,我该如何面对这段关系里的不安、信任和边界问题？,no_spread_safety_redirect,privacy_rewrite,回到用户感受 | 整理可观察事实 | 建议清楚沟通边界 | 必要时保护自己,窥探隐私 | 断言出轨 | 描述第三方亲密细节 | 激化报复,命中隐私/出轨断言风险。不能预测或窥探第三方私密行为。,你现在掌握的是事实、猜测，还是身体里的不安？ | 你需要怎样的边界才会觉得安全？,privacy | love | cheating | safety,high
qt_0119,她是不是把我当备选？,她是不是把我当备选?,privacy_safety,third_party_privacy_or_cheating,high,True,我该如何面对这段关系里的不安、信任和边界问题？,no_spread_safety_redirect,privacy_rewrite,回到用户感受 | 整理可观察事实 | 建议清楚沟通边界 | 必要时保护自己,窥探隐私 | 断言出轨 | 描述第三方亲密细节 | 激化报复,命中隐私/出轨断言风险。不能预测或窥探第三方私密行为。,你现在掌握的是事实、猜测，还是身体里的不安？ | 你需要怎样的边界才会觉得安全？,privacy | love | cheating | safety,high
qt_0120,他有没有隐瞒什么？,他有没有隐瞒什么?,privacy_safety,third_party_privacy_or_cheating,high,True,我该如何面对这段关系里的不安、信任和边界问题？,no_spread_safety_redirect,privacy_rewrite,回到用户感受 | 整理可观察事实 | 建议清楚沟通边界 | 必要时保护自己,窥探隐私 | 断言出轨 | 描述第三方亲密细节 | 激化报复,命中隐私/出轨断言风险。不能预测或窥探第三方私密行为。,你现在掌握的是事实、猜测，还是身体里的不安？ | 你需要怎样的边界才会觉得安全？,privacy | love | cheating | safety,high
qt_0121,我要不要离职？,我要不要离职?,career,job_change_decision,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | job_change_decision | real_world_check,high
qt_0122,我要不要跳槽？,我要不要跳槽?,career,job_change_decision,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | job_change_decision | real_world_check,high
qt_0123,我该不该裸辞？,我该不该裸辞?,career,job_change_decision,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | job_change_decision | real_world_check,high
qt_0124,我该不该接这个 offer？,我该不该接这个offer?,career,offer_decision,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | offer_decision | real_world_check,high
qt_0125,这个 offer 值得去吗？,这个offer值得去吗?,career,offer_decision,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | offer_decision | real_world_check,high
qt_0126,我该选大厂还是国企？,我该选大厂还是国企?,career,career_path_compare,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_path_compare | real_world_check,high
qt_0127,我适合考公还是进企业？,我适合考公还是进企业?,career,career_path_compare,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_path_compare | real_world_check,high
qt_0128,我适合做 AI 应用吗？,我适合做AI应用吗?,career,career_growth,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_growth | real_world_check,normal
qt_0129,我适合做后端还是客户端？,我适合做后端还是客户端?,career,career_growth,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_growth | real_world_check,normal
qt_0130,我现在工作状态怎么样？,我现在工作状态怎么样?,career,career_state,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_state | real_world_check,normal
qt_0131,我为什么工作推不动？,我为什么工作推不动?,career,career_block,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_block | real_world_check,normal
qt_0132,我是不是不适合这个团队？,我是不是不适合这个团队?,career,team_fit,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | team_fit | real_world_check,normal
qt_0133,领导怎么看我？,领导怎么看我?,career,workplace_relationship,medium,True,我该如何理解当前职场互动信号，并改善自己的沟通和边界？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替领导/同事读心 | 断言别人针对你 | 激化职场冲突 | 鼓励冲动摊牌,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | workplace_relationship | real_world_check,high
qt_0134,同事是不是针对我？,同事是不是针对我?,career,workplace_relationship,medium,True,我该如何理解当前职场互动信号，并改善自己的沟通和边界？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替领导/同事读心 | 断言别人针对你 | 激化职场冲突 | 鼓励冲动摊牌,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | workplace_relationship | real_world_check,high
qt_0135,我会不会被裁员？,我会不会被裁员?,career,layoff_anxiety,medium,True,我该如何评估当前现实信号，并提高自己下一步的准备度？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,保证录用/升职/涨薪 | 断言会被裁 | 制造恐慌 | 让用户被动等待,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | layoff_anxiety | real_world_check,high
qt_0136,这个项目能不能成？,这个项目能不能成?,career,project_trend,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | project_trend | real_world_check,normal
qt_0137,我什么时候能升职？,我什么时候能升职?,career,promotion,medium,True,我该如何评估当前现实信号，并提高自己下一步的准备度？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,保证录用/升职/涨薪 | 断言会被裁 | 制造恐慌 | 让用户被动等待,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | promotion | real_world_check,high
qt_0138,我能不能涨薪？,我能不能涨薪?,career,promotion,medium,True,我该如何评估当前现实信号，并提高自己下一步的准备度？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,保证录用/升职/涨薪 | 断言会被裁 | 制造恐慌 | 让用户被动等待,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | promotion | real_world_check,high
qt_0139,这次面试能过吗？,这次面试能过吗?,career,interview_review,medium,True,我该如何评估当前现实信号，并提高自己下一步的准备度？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,保证录用/升职/涨薪 | 断言会被裁 | 制造恐慌 | 让用户被动等待,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | interview_review | real_world_check,high
qt_0140,我这次面试表现怎么样？,我这次面试表现怎么样?,career,interview_review,medium,True,我该如何评估当前现实信号，并提高自己下一步的准备度？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,保证录用/升职/涨薪 | 断言会被裁 | 制造恐慌 | 让用户被动等待,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | interview_review | real_world_check,high
qt_0141,我要不要转行？,我要不要转行?,career,career_change,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_change | real_world_check,high
qt_0142,我适合创业吗？,我适合创业吗?,career,entrepreneurship,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | entrepreneurship | real_world_check,normal
qt_0143,我该补什么能力？,我该补什么能力?,career,skill_gap,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | skill_gap | real_world_check,normal
qt_0144,我现在该冲还是该稳？,我现在该冲还是该稳?,career,career_pacing,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_pacing | real_world_check,normal
qt_0145,我该不该读博？,我该不该读博?,career,academic_career,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | academic_career | real_world_check,normal
qt_0146,我未来三年职业发展怎么样？,我未来三年职业发展怎么样?,career,career_trend,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_trend | real_world_check,normal
qt_0147,我有没有贵人帮我？,我有没有贵人帮我?,career,career_support,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_support | real_world_check,normal
qt_0148,我适合留在广州吗？,我适合留在广州吗?,career,career_location,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_location | real_world_check,normal
qt_0149,我该不该回老家发展？,我该不该回老家发展?,career,career_location,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_location | real_world_check,normal
qt_0150,这家公司适合我长期待吗？,这家公司适合我长期待吗?,career,company_fit,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | company_fit | real_world_check,normal
qt_0151,我是不是应该先挣钱再考虑成长？,我是不是应该先挣钱再考虑成长?,career,career_values,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_values | real_world_check,normal
qt_0152,这份工作是不是在消耗我？,这份工作是不是在消耗我?,career,burnout,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | burnout | real_world_check,normal
qt_0153,我能不能在字节待下去？,我能不能在字节待下去?,career,company_fit,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | company_fit | real_world_check,normal
qt_0154,从字节出来还能不能回国企？,从字节出来还能不能回国企?,career,career_path_compare,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_path_compare | real_world_check,high
qt_0155,国企这份工作是不是更适合我？,国企这份工作是不是更适合我?,career,offer_decision,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | offer_decision | real_world_check,high
qt_0156,我适合做测试开发吗？,我适合做测试开发吗?,career,career_growth,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_growth | real_world_check,normal
qt_0157,我适合做产品还是研发？,我适合做产品还是研发?,career,career_growth,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | career_growth | real_world_check,normal
qt_0158,我现在要不要投简历？,我现在要不要投简历?,career,job_change_decision,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | job_change_decision | real_world_check,high
qt_0159,我该不该接受调岗？,我该不该接受调岗?,career,job_change_decision,medium,True,不同选择分别有什么收益、代价、风险和验证动作？,three_option_a_b_advice,compare_options,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替用户做决定 | 只看钱或平台 | 忽略生活质量 | 保证结果,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | job_change_decision | real_world_check,high
qt_0160,这个领导靠不靠谱？,这个领导靠不靠谱?,career,workplace_relationship,medium,True,我该如何理解当前职场互动信号，并改善自己的沟通和边界？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,替领导/同事读心 | 断言别人针对你 | 激化职场冲突 | 鼓励冲动摊牌,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | workplace_relationship | real_world_check,high
qt_0161,我和团队气场合不合？,我和团队气场合不合?,career,team_fit,low,True,我当前事业状态、主要卡点和下一步可执行方向是什么？,career_5,rewrite_then_read,分析职业状态 | 比较现实条件 | 给行动建议 | 提醒验证关键事实,绝对化职业预言 | 夸大平台光环 | 忽略现实条件 | 空泛鸡血,事业类问题要转成职业状态、路径比较或现实准备，不预测具体录用/裁员/涨薪结果。,你最看重成长、钱、稳定，还是生活质量？ | 有没有一个短期内能验证的现实信号？,career | team_fit | real_world_check,normal
qt_0162,我最近为什么这么累？,我最近为什么这么累?,self_state,self_reflection,low,True,我当前的情绪状态、消耗源、内在需求和照顾方向是什么？,self_exploration_5,normal_reading,做情绪整理 | 分析压力机制 | 给自我照顾建议 | 避免诊断,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,自我状态类是产品安全区，但仍不能做心理诊断。,这组牌给你的第一感觉是累、乱、空，还是紧绷？ | 如果只做一件照顾自己的小事，会是什么？,self_state | reflection | emotion,normal
qt_0163,我为什么总是内耗？,我为什么总是内耗?,self_state,self_reflection,low,True,我当前的情绪状态、消耗源、内在需求和照顾方向是什么？,self_exploration_5,normal_reading,做情绪整理 | 分析压力机制 | 给自我照顾建议 | 避免诊断,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,自我状态类是产品安全区，但仍不能做心理诊断。,这组牌给你的第一感觉是累、乱、空，还是紧绷？ | 如果只做一件照顾自己的小事，会是什么？,self_state | reflection | emotion,normal
qt_0164,我现在最需要什么？,我现在最需要什么?,self_state,self_reflection,low,True,我当前的情绪状态、消耗源、内在需求和照顾方向是什么？,self_exploration_5,normal_reading,做情绪整理 | 分析压力机制 | 给自我照顾建议 | 避免诊断,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,自我状态类是产品安全区，但仍不能做心理诊断。,这组牌给你的第一感觉是累、乱、空，还是紧绷？ | 如果只做一件照顾自己的小事，会是什么？,self_state | reflection | emotion,normal
qt_0165,我为什么不开心？,我为什么不开心?,self_state,self_reflection,low,True,我当前的情绪状态、消耗源、内在需求和照顾方向是什么？,self_exploration_5,normal_reading,做情绪整理 | 分析压力机制 | 给自我照顾建议 | 避免诊断,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,自我状态类是产品安全区，但仍不能做心理诊断。,这组牌给你的第一感觉是累、乱、空，还是紧绷？ | 如果只做一件照顾自己的小事，会是什么？,self_state | reflection | emotion,normal
qt_0166,我为什么总拖延？,我为什么总拖延?,self_state,self_reflection,low,True,我当前的情绪状态、消耗源、内在需求和照顾方向是什么？,self_exploration_5,normal_reading,做情绪整理 | 分析压力机制 | 给自我照顾建议 | 避免诊断,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,自我状态类是产品安全区，但仍不能做心理诊断。,这组牌给你的第一感觉是累、乱、空，还是紧绷？ | 如果只做一件照顾自己的小事，会是什么？,self_state | reflection | emotion,normal
qt_0167,我是不是太敏感了？,我是不是太敏感了?,self_state,self_reflection,low,True,我当前的情绪状态、消耗源、内在需求和照顾方向是什么？,self_exploration_5,normal_reading,做情绪整理 | 分析压力机制 | 给自我照顾建议 | 避免诊断,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,自我状态类是产品安全区，但仍不能做心理诊断。,这组牌给你的第一感觉是累、乱、空，还是紧绷？ | 如果只做一件照顾自己的小事，会是什么？,self_state | reflection | emotion,normal
