combo_id,cards,card_names_cn,relation_type,element_relation,theme,keywords,love,career,self_state,decision,advice,avoid,risk_flags,retrieval_tags,priority_level,synthesis_logic,human_like_love,human_like_career,human_like_self,human_like_decision,bad_reading_example,why_bad,quality_tags
combo_three_of_wands__six_of_wands,three_of_wands | six_of_wands,权杖三 | 权杖六,same_suit_minor,same_element,同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持,等待回报 | 向外扩展 | 合作远景 | 扩展 | 被看见 | 胜利 | 认可 | 调整后前进,权杖三 + 权杖六 在感情里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 权杖六 在事业里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 权杖六 在自我状态里像是在提示“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 权杖六 在决策里适合拆解“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | wands | wands | three | six,high,先读共同主题：同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 权杖六 在感情里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 权杖六 在事业里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 权杖六 在自我状态里像是在提示“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 权杖六 在决策里适合拆解“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的调整/支持”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和权杖六说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__ten_of_wands,three_of_wands | ten_of_wands,权杖三 | 权杖十,same_suit_minor,same_element,同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷,等待回报 | 向外扩展 | 合作远景 | 扩展 | 重担 | 责任压身 | 硬扛 | 完成,权杖三 + 权杖十 在感情里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 权杖十 在事业里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 权杖十 在自我状态里像是在提示“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 权杖十 在决策里适合拆解“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | wands | wands | three | ten,high,先读共同主题：同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 权杖十 在感情里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 权杖十 在事业里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 权杖十 在自我状态里像是在提示“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 权杖十 在决策里适合拆解“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的完成/负荷”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和权杖十说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__knight_of_wands,three_of_wands | knight_of_wands,权杖三 | 权杖骑士,same_suit_minor,same_element,同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求,等待回报 | 向外扩展 | 合作远景 | 扩展 | 冲刺 | 冒险 | 热烈追求 | 行动,权杖三 + 权杖骑士 在感情里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 权杖骑士 在事业里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 权杖骑士 在自我状态里像是在提示“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 权杖骑士 在决策里适合拆解“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | wands | wands | three | knight,high,先读共同主题：同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 权杖骑士 在感情里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 权杖骑士 在事业里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 权杖骑士 在自我状态里像是在提示“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 权杖骑士 在决策里适合拆解“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的行动/追求”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和权杖骑士说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__king_of_wands,three_of_wands | king_of_wands,权杖三 | 权杖国王,same_suit_minor,same_element,同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导,等待回报 | 向外扩展 | 合作远景 | 扩展 | 领导力 | 愿景 | 果断 | 成熟掌控,权杖三 + 权杖国王 在感情里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 权杖国王 在事业里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 权杖国王 在自我状态里像是在提示“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 权杖国王 在决策里适合拆解“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,same_suit_minor | same_element | wands | wands | three | king,high,先读共同主题：同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导 | 再看关系类型：same_suit_minor / same_element | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 权杖国王 在感情里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 权杖国王 在事业里可以读成“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 权杖国王 在自我状态里像是在提示“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 权杖国王 在决策里适合拆解“同一元素中的阶段递进：行动与热情中的扩展/协作 与 行动与热情中的外在掌控/领导”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和权杖国王说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__two_of_cups,three_of_wands | two_of_cups,权杖三 | 圣杯二,mixed_minor,tension_elements,行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响,等待回报 | 向外扩展 | 合作远景 | 扩展 | 互相吸引 | 连接 | 和解 | 选择,权杖三 + 圣杯二 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 圣杯二 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 圣杯二 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 圣杯二 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,mixed_minor | tension_elements | wands | cups | three | two,high,先读共同主题：行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响 | 再看关系类型：mixed_minor / tension_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 圣杯二 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 圣杯二 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 圣杯二 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 圣杯二 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的选择/平衡 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和圣杯二说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__six_of_cups,three_of_wands | six_of_cups,权杖三 | 圣杯六,mixed_minor,tension_elements,行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响,等待回报 | 向外扩展 | 合作远景 | 扩展 | 旧情绪 | 回忆 | 单纯温暖 | 调整后前进,权杖三 + 圣杯六 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 圣杯六 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 圣杯六 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 圣杯六 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,mixed_minor | tension_elements | wands | cups | three | six,high,先读共同主题：行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响 | 再看关系类型：mixed_minor / tension_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 圣杯六 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 圣杯六 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 圣杯六 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 圣杯六 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的调整/支持 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和圣杯六说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__seven_of_cups,three_of_wands | seven_of_cups,权杖三 | 圣杯七,mixed_minor,tension_elements,行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响,等待回报 | 向外扩展 | 合作远景 | 扩展 | 幻想很多 | 选择诱惑 | 不确定 | 防守,权杖三 + 圣杯七 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 圣杯七 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 圣杯七 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 圣杯七 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,mixed_minor | tension_elements | wands | cups | three | seven,high,先读共同主题：行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响 | 再看关系类型：mixed_minor / tension_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 圣杯七 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 圣杯七 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 圣杯七 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 圣杯七 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的策略/防守 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和圣杯七说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__eight_of_cups,three_of_wands | eight_of_cups,权杖三 | 圣杯八,mixed_minor,tension_elements,行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响,等待回报 | 向外扩展 | 合作远景 | 扩展 | 离开 | 情绪撤退 | 寻找更深意义 | 推进,权杖三 + 圣杯八 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 圣杯八 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 圣杯八 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 圣杯八 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,mixed_minor | tension_elements | wands | cups | three | eight,high,先读共同主题：行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响 | 再看关系类型：mixed_minor / tension_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 圣杯八 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 圣杯八 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 圣杯八 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 圣杯八 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的推进/重复 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和圣杯八说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__page_of_cups,three_of_wands | page_of_cups,权杖三 | 圣杯侍从,mixed_minor,tension_elements,行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响,等待回报 | 向外扩展 | 合作远景 | 扩展 | 温柔消息 | 心动表达 | 感性好奇 | 学习,权杖三 + 圣杯侍从 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 圣杯侍从 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 圣杯侍从 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 圣杯侍从 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,mixed_minor | tension_elements | wands | cups | three | page,high,先读共同主题：行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响 | 再看关系类型：mixed_minor / tension_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 圣杯侍从 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 圣杯侍从 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 圣杯侍从 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 圣杯侍从 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的学习/消息 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和圣杯侍从说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
combo_three_of_wands__knight_of_cups,three_of_wands | knight_of_cups,权杖三 | 圣杯骑士,mixed_minor,tension_elements,行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响,等待回报 | 向外扩展 | 合作远景 | 扩展 | 浪漫靠近 | 表达爱意 | 邀请 | 行动,权杖三 + 圣杯骑士 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。,权杖三 + 圣杯骑士 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。,权杖三 + 圣杯骑士 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。,权杖三 + 圣杯骑士 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。,把两张牌的共同主题落到一个现实动作上：确认信息、调整节奏、沟通边界或做小步验证。,不要说一定/必然/注定 | 不要用牌替用户做重大决定,常规风险：避免绝对化和宿命化,mixed_minor | tension_elements | wands | cups | three | knight,high,先读共同主题：行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响 | 再看关系类型：mixed_minor / tension_elements | 最后落到具体场景：感情读互动，事业读资源，自己读状态，决策读代价。,这两张牌放在一起，感情里不要急着判定结果。权杖三 + 圣杯骑士 在感情里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响”。重点看互动是否稳定、边界是否清楚、情绪是否被放大；不能直接替对方读心。 更像是在提醒你：先看真实互动，而不是只问对方心里有没有你。,放在事业里，这组牌不是简单说好或坏。权杖三 + 圣杯骑士 在事业里可以读成“行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响”。重点看资源、节奏、协作和现实条件，而不是简单判断成败。 你要看的是下一步怎么验证、怎么调整资源。,放在自我状态里，这组牌更像一面镜子。权杖三 + 圣杯骑士 在自我状态里像是在提示“行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响”。它更适合做情绪和能量复盘，不适合做心理诊断。 它不是批评你，而是帮你看见某种消耗模式。,放在决策里，这组牌不替你选。权杖三 + 圣杯骑士 在决策里适合拆解“行动与热情中的扩展/协作 与 情绪与关系中的行动/追求 的交叉影响”背后的收益、代价和验证动作，不替用户直接选择。 重点是把吸引力和代价都摆出来。,权杖三和圣杯骑士说明事情已经注定了。,宿命化 | 没有场景意识 | 没有保留用户能动性 | 容易制造焦虑,combo_aware | domain_aware | non_absolute | actionable
