profile_id,card_id,card_name_cn,orientation,orientation_cn,domain,domain_name_cn,theme,core_reading,base_meaning_reference,keywords_used,tone_hint,allowed_claim_strength,forbidden,general_advice
the_fool_upright_love,the_fool,愚人,upright,正位,love,感情,开始、自由与冒险,愚人（正位）在感情场景中的核心是：开始、自由与冒险。在感情里，它会把“开始、自由”放进关系互动、情绪连接、边界和回应节奏中理解。,愚人正位强调开始、自由与冒险，通常指向一个需要被看见的核心主题。,开始 | 自由 | 冒险 | 未知 | 轻装上阵,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
wheel_of_fortune_upright_love,wheel_of_fortune,命运之轮,upright,正位,love,感情,转机、周期与变化,命运之轮（正位）在感情场景中的核心是：转机、周期与变化。在感情里，它会把“转机、周期”放进关系互动、情绪连接、边界和回应节奏中理解。,命运之轮正位强调转机、周期与变化，通常指向一个需要被看见的核心主题。,转机 | 周期 | 变化 | 机缘 | 局势流动,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
wheel_of_fortune_upright_career,wheel_of_fortune,命运之轮,upright,正位,career,事业,转机、周期与变化,命运之轮（正位）在事业场景中的核心是：转机、周期与变化。在事业里，它会把“转机、周期”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,命运之轮正位强调转机、周期与变化，通常指向一个需要被看见的核心主题。,转机 | 周期 | 变化 | 机缘 | 局势流动,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
wheel_of_fortune_upright_self_state,wheel_of_fortune,命运之轮,upright,正位,self_state,自我状态,转机、周期与变化,命运之轮（正位）在自我状态场景中的核心是：转机、周期与变化。在自我状态里，它会把“转机、周期”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,命运之轮正位强调转机、周期与变化，通常指向一个需要被看见的核心主题。,转机 | 周期 | 变化 | 机缘 | 局势流动,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
wheel_of_fortune_upright_decision,wheel_of_fortune,命运之轮,upright,正位,decision,决策,转机、周期与变化,命运之轮（正位）在决策场景中的核心是：转机、周期与变化。在决策里，它会把“转机、周期”放进选择路径、收益、代价、风险和验证动作中理解。,命运之轮正位强调转机、周期与变化，通常指向一个需要被看见的核心主题。,转机 | 周期 | 变化 | 机缘 | 局势流动,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
wheel_of_fortune_reversed_love,wheel_of_fortune,命运之轮,reversed,逆位,love,感情,停滞、反复循环与时机不稳,命运之轮（逆位）在感情场景中的核心是：停滞、反复循环与时机不稳。在感情里，它会把“停滞、反复循环”放进关系互动、情绪连接、边界和回应节奏中理解。,命运之轮逆位强调停滞、反复循环与时机不稳，通常提示该主题受阻、失衡或需要重新调整。,停滞 | 反复循环 | 时机不稳 | 抗拒变化 | 失控感,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
wheel_of_fortune_reversed_career,wheel_of_fortune,命运之轮,reversed,逆位,career,事业,停滞、反复循环与时机不稳,命运之轮（逆位）在事业场景中的核心是：停滞、反复循环与时机不稳。在事业里，它会把“停滞、反复循环”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,命运之轮逆位强调停滞、反复循环与时机不稳，通常提示该主题受阻、失衡或需要重新调整。,停滞 | 反复循环 | 时机不稳 | 抗拒变化 | 失控感,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
wheel_of_fortune_reversed_self_state,wheel_of_fortune,命运之轮,reversed,逆位,self_state,自我状态,停滞、反复循环与时机不稳,命运之轮（逆位）在自我状态场景中的核心是：停滞、反复循环与时机不稳。在自我状态里，它会把“停滞、反复循环”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,命运之轮逆位强调停滞、反复循环与时机不稳，通常提示该主题受阻、失衡或需要重新调整。,停滞 | 反复循环 | 时机不稳 | 抗拒变化 | 失控感,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
wheel_of_fortune_reversed_decision,wheel_of_fortune,命运之轮,reversed,逆位,decision,决策,停滞、反复循环与时机不稳,命运之轮（逆位）在决策场景中的核心是：停滞、反复循环与时机不稳。在决策里，它会把“停滞、反复循环”放进选择路径、收益、代价、风险和验证动作中理解。,命运之轮逆位强调停滞、反复循环与时机不稳，通常提示该主题受阻、失衡或需要重新调整。,停滞 | 反复循环 | 时机不稳 | 抗拒变化 | 失控感,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
justice_upright_love,justice,正义,upright,正位,love,感情,公平、因果与判断,正义（正位）在感情场景中的核心是：公平、因果与判断。在感情里，它会把“公平、因果”放进关系互动、情绪连接、边界和回应节奏中理解。,正义正位强调公平、因果与判断，通常指向一个需要被看见的核心主题。,公平 | 因果 | 判断 | 契约 | 理性决策,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
justice_upright_career,justice,正义,upright,正位,career,事业,公平、因果与判断,正义（正位）在事业场景中的核心是：公平、因果与判断。在事业里，它会把“公平、因果”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,正义正位强调公平、因果与判断，通常指向一个需要被看见的核心主题。,公平 | 因果 | 判断 | 契约 | 理性决策,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
justice_upright_self_state,justice,正义,upright,正位,self_state,自我状态,公平、因果与判断,正义（正位）在自我状态场景中的核心是：公平、因果与判断。在自我状态里，它会把“公平、因果”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,正义正位强调公平、因果与判断，通常指向一个需要被看见的核心主题。,公平 | 因果 | 判断 | 契约 | 理性决策,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
justice_upright_decision,justice,正义,upright,正位,decision,决策,公平、因果与判断,正义（正位）在决策场景中的核心是：公平、因果与判断。在决策里，它会把“公平、因果”放进选择路径、收益、代价、风险和验证动作中理解。,正义正位强调公平、因果与判断，通常指向一个需要被看见的核心主题。,公平 | 因果 | 判断 | 契约 | 理性决策,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
justice_reversed_love,justice,正义,reversed,逆位,love,感情,不公、偏见与逃避责任,正义（逆位）在感情场景中的核心是：不公、偏见与逃避责任。在感情里，它会把“不公、偏见”放进关系互动、情绪连接、边界和回应节奏中理解。,正义逆位强调不公、偏见与逃避责任，通常提示该主题受阻、失衡或需要重新调整。,不公 | 偏见 | 逃避责任 | 失衡判断 | 规则争议,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
justice_reversed_career,justice,正义,reversed,逆位,career,事业,不公、偏见与逃避责任,正义（逆位）在事业场景中的核心是：不公、偏见与逃避责任。在事业里，它会把“不公、偏见”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,正义逆位强调不公、偏见与逃避责任，通常提示该主题受阻、失衡或需要重新调整。,不公 | 偏见 | 逃避责任 | 失衡判断 | 规则争议,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
justice_reversed_self_state,justice,正义,reversed,逆位,self_state,自我状态,不公、偏见与逃避责任,正义（逆位）在自我状态场景中的核心是：不公、偏见与逃避责任。在自我状态里，它会把“不公、偏见”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,正义逆位强调不公、偏见与逃避责任，通常提示该主题受阻、失衡或需要重新调整。,不公 | 偏见 | 逃避责任 | 失衡判断 | 规则争议,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
justice_reversed_decision,justice,正义,reversed,逆位,decision,决策,不公、偏见与逃避责任,正义（逆位）在决策场景中的核心是：不公、偏见与逃避责任。在决策里，它会把“不公、偏见”放进选择路径、收益、代价、风险和验证动作中理解。,正义逆位强调不公、偏见与逃避责任，通常提示该主题受阻、失衡或需要重新调整。,不公 | 偏见 | 逃避责任 | 失衡判断 | 规则争议,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
the_hanged_man_upright_love,the_hanged_man,倒吊人,upright,正位,love,感情,暂停、换角度与牺牲,倒吊人（正位）在感情场景中的核心是：暂停、换角度与牺牲。在感情里，它会把“暂停、换角度”放进关系互动、情绪连接、边界和回应节奏中理解。,倒吊人正位强调暂停、换角度与牺牲，通常指向一个需要被看见的核心主题。,暂停 | 换角度 | 牺牲 | 等待 | 重新理解,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
the_hanged_man_upright_career,the_hanged_man,倒吊人,upright,正位,career,事业,暂停、换角度与牺牲,倒吊人（正位）在事业场景中的核心是：暂停、换角度与牺牲。在事业里，它会把“暂停、换角度”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,倒吊人正位强调暂停、换角度与牺牲，通常指向一个需要被看见的核心主题。,暂停 | 换角度 | 牺牲 | 等待 | 重新理解,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
the_hanged_man_upright_self_state,the_hanged_man,倒吊人,upright,正位,self_state,自我状态,暂停、换角度与牺牲,倒吊人（正位）在自我状态场景中的核心是：暂停、换角度与牺牲。在自我状态里，它会把“暂停、换角度”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,倒吊人正位强调暂停、换角度与牺牲，通常指向一个需要被看见的核心主题。,暂停 | 换角度 | 牺牲 | 等待 | 重新理解,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
the_hanged_man_upright_decision,the_hanged_man,倒吊人,upright,正位,decision,决策,暂停、换角度与牺牲,倒吊人（正位）在决策场景中的核心是：暂停、换角度与牺牲。在决策里，它会把“暂停、换角度”放进选择路径、收益、代价、风险和验证动作中理解。,倒吊人正位强调暂停、换角度与牺牲，通常指向一个需要被看见的核心主题。,暂停 | 换角度 | 牺牲 | 等待 | 重新理解,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
the_hanged_man_reversed_love,the_hanged_man,倒吊人,reversed,逆位,love,感情,卡死、无意义牺牲与拖延,倒吊人（逆位）在感情场景中的核心是：卡死、无意义牺牲与拖延。在感情里，它会把“卡死、无意义牺牲”放进关系互动、情绪连接、边界和回应节奏中理解。,倒吊人逆位强调卡死、无意义牺牲与拖延，通常提示该主题受阻、失衡或需要重新调整。,卡死 | 无意义牺牲 | 拖延 | 不愿改变视角 | 被动消耗,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
the_hanged_man_reversed_career,the_hanged_man,倒吊人,reversed,逆位,career,事业,卡死、无意义牺牲与拖延,倒吊人（逆位）在事业场景中的核心是：卡死、无意义牺牲与拖延。在事业里，它会把“卡死、无意义牺牲”放进工作状态、职业路径、资源、能力发挥和现实约束中理解。,倒吊人逆位强调卡死、无意义牺牲与拖延，通常提示该主题受阻、失衡或需要重新调整。,卡死 | 无意义牺牲 | 拖延 | 不愿改变视角 | 被动消耗,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
the_hanged_man_reversed_self_state,the_hanged_man,倒吊人,reversed,逆位,self_state,自我状态,卡死、无意义牺牲与拖延,倒吊人（逆位）在自我状态场景中的核心是：卡死、无意义牺牲与拖延。在自我状态里，它会把“卡死、无意义牺牲”放进情绪、能量、内在需求、压力来源和自我照顾中理解。,倒吊人逆位强调卡死、无意义牺牲与拖延，通常提示该主题受阻、失衡或需要重新调整。,卡死 | 无意义牺牲 | 拖延 | 不愿改变视角 | 被动消耗,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
the_hanged_man_reversed_decision,the_hanged_man,倒吊人,reversed,逆位,decision,决策,卡死、无意义牺牲与拖延,倒吊人（逆位）在决策场景中的核心是：卡死、无意义牺牲与拖延。在决策里，它会把“卡死、无意义牺牲”放进选择路径、收益、代价、风险和验证动作中理解。,倒吊人逆位强调卡死、无意义牺牲与拖延，通常提示该主题受阻、失衡或需要重新调整。,卡死 | 无意义牺牲 | 拖延 | 不愿改变视角 | 被动消耗,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
death_upright_love,death,死神,upright,正位,love,感情,旧模式结束与转化,死神（正位）在感情场景中的核心是：旧模式结束与转化。感情里不一定是彻底分开，更可能是旧互动模式必须结束。,死神正位强调结束、转化与旧模式终结，通常指向一个需要被看见的核心主题。,结束 | 转化 | 旧模式终结 | 放下 | 重生前的清理,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
death_upright_career,death,死神,upright,正位,career,事业,旧模式结束与转化,死神（正位）在事业场景中的核心是：旧模式结束与转化。事业里提示某个阶段、角色或工作方式正在走到尽头。,死神正位强调结束、转化与旧模式终结，通常指向一个需要被看见的核心主题。,结束 | 转化 | 旧模式终结 | 放下 | 重生前的清理,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
death_upright_self_state,death,死神,upright,正位,self_state,自我状态,旧模式结束与转化,死神（正位）在自我状态场景中的核心是：旧模式结束与转化。自我状态里是放下旧身份、旧期待或旧防御方式。,死神正位强调结束、转化与旧模式终结，通常指向一个需要被看见的核心主题。,结束 | 转化 | 旧模式终结 | 放下 | 重生前的清理,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
death_upright_decision,death,死神,upright,正位,decision,决策,旧模式结束与转化,死神（正位）在决策场景中的核心是：旧模式结束与转化。决策里提醒某个选择需要真正割舍旧模式。,死神正位强调结束、转化与旧模式终结，通常指向一个需要被看见的核心主题。,结束 | 转化 | 旧模式终结 | 放下 | 重生前的清理,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
death_reversed_love,death,死神,reversed,逆位,love,感情,旧模式结束与转化,死神（逆位）在感情场景中的核心是：旧模式结束与转化。感情里不一定是彻底分开，更可能是旧互动模式必须结束。,死神逆位强调抗拒结束、拖延改变与旧事纠缠，通常提示该主题受阻、失衡或需要重新调整。,抗拒结束 | 拖延改变 | 旧事纠缠 | 无法放手 | 停在过渡期,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
death_reversed_career,death,死神,reversed,逆位,career,事业,旧模式结束与转化,死神（逆位）在事业场景中的核心是：旧模式结束与转化。事业里提示某个阶段、角色或工作方式正在走到尽头。,死神逆位强调抗拒结束、拖延改变与旧事纠缠，通常提示该主题受阻、失衡或需要重新调整。,抗拒结束 | 拖延改变 | 旧事纠缠 | 无法放手 | 停在过渡期,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
death_reversed_self_state,death,死神,reversed,逆位,self_state,自我状态,旧模式结束与转化,死神（逆位）在自我状态场景中的核心是：旧模式结束与转化。自我状态里是放下旧身份、旧期待或旧防御方式。,死神逆位强调抗拒结束、拖延改变与旧事纠缠，通常提示该主题受阻、失衡或需要重新调整。,抗拒结束 | 拖延改变 | 旧事纠缠 | 无法放手 | 停在过渡期,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
death_reversed_decision,death,死神,reversed,逆位,decision,决策,旧模式结束与转化,死神（逆位）在决策场景中的核心是：旧模式结束与转化。决策里提醒某个选择需要真正割舍旧模式。,死神逆位强调抗拒结束、拖延改变与旧事纠缠，通常提示该主题受阻、失衡或需要重新调整。,抗拒结束 | 拖延改变 | 旧事纠缠 | 无法放手 | 停在过渡期,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
temperance_upright_love,temperance,节制,upright,正位,love,感情,调和、节奏与恢复平衡,节制（正位）在感情场景中的核心是：调和、节奏与恢复平衡。感情里适合慢慢沟通、修复和重新调频。,节制正位强调调和、恢复与平衡，通常指向一个需要被看见的核心主题。,调和 | 恢复 | 平衡 | 耐心 | 中间道路,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
temperance_upright_career,temperance,节制,upright,正位,career,事业,调和、节奏与恢复平衡,节制（正位）在事业场景中的核心是：调和、节奏与恢复平衡。事业里提示资源整合、节奏调整和避免极端。,节制正位强调调和、恢复与平衡，通常指向一个需要被看见的核心主题。,调和 | 恢复 | 平衡 | 耐心 | 中间道路,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
temperance_upright_self_state,temperance,节制,upright,正位,self_state,自我状态,调和、节奏与恢复平衡,节制（正位）在自我状态场景中的核心是：调和、节奏与恢复平衡。自我状态里是恢复、调节和给自己缓冲。,节制正位强调调和、恢复与平衡，通常指向一个需要被看见的核心主题。,调和 | 恢复 | 平衡 | 耐心 | 中间道路,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
temperance_upright_decision,temperance,节制,upright,正位,decision,决策,调和、节奏与恢复平衡,节制（正位）在决策场景中的核心是：调和、节奏与恢复平衡。决策里建议走中间道路或分阶段验证。,节制正位强调调和、恢复与平衡，通常指向一个需要被看见的核心主题。,调和 | 恢复 | 平衡 | 耐心 | 中间道路,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
temperance_reversed_love,temperance,节制,reversed,逆位,love,感情,调和、节奏与恢复平衡,节制（逆位）在感情场景中的核心是：调和、节奏与恢复平衡。感情里适合慢慢沟通、修复和重新调频。,节制逆位强调失衡、急躁与过度消耗，通常提示该主题受阻、失衡或需要重新调整。,失衡 | 急躁 | 过度消耗 | 节奏混乱 | 难以整合,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
temperance_reversed_career,temperance,节制,reversed,逆位,career,事业,调和、节奏与恢复平衡,节制（逆位）在事业场景中的核心是：调和、节奏与恢复平衡。事业里提示资源整合、节奏调整和避免极端。,节制逆位强调失衡、急躁与过度消耗，通常提示该主题受阻、失衡或需要重新调整。,失衡 | 急躁 | 过度消耗 | 节奏混乱 | 难以整合,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
temperance_reversed_self_state,temperance,节制,reversed,逆位,self_state,自我状态,调和、节奏与恢复平衡,节制（逆位）在自我状态场景中的核心是：调和、节奏与恢复平衡。自我状态里是恢复、调节和给自己缓冲。,节制逆位强调失衡、急躁与过度消耗，通常提示该主题受阻、失衡或需要重新调整。,失衡 | 急躁 | 过度消耗 | 节奏混乱 | 难以整合,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
temperance_reversed_decision,temperance,节制,reversed,逆位,decision,决策,调和、节奏与恢复平衡,节制（逆位）在决策场景中的核心是：调和、节奏与恢复平衡。决策里建议走中间道路或分阶段验证。,节制逆位强调失衡、急躁与过度消耗，通常提示该主题受阻、失衡或需要重新调整。,失衡 | 急躁 | 过度消耗 | 节奏混乱 | 难以整合,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
the_devil_upright_love,the_devil,恶魔,upright,正位,love,感情,执念、依赖与被欲望推着走,恶魔（正位）在感情场景中的核心是：执念、依赖与被欲望推着走。感情里要留意执念、依赖、强吸引和边界失衡。,恶魔正位强调执念、束缚与欲望，通常指向一个需要被看见的核心主题。,执念 | 束缚 | 欲望 | 依赖 | 看见阴影,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
the_devil_upright_career,the_devil,恶魔,upright,正位,career,事业,执念、依赖与被欲望推着走,恶魔（正位）在事业场景中的核心是：执念、依赖与被欲望推着走。事业里可能是被薪资、平台、焦虑或外部评价绑住。,恶魔正位强调执念、束缚与欲望，通常指向一个需要被看见的核心主题。,执念 | 束缚 | 欲望 | 依赖 | 看见阴影,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
the_devil_upright_self_state,the_devil,恶魔,upright,正位,self_state,自我状态,执念、依赖与被欲望推着走,恶魔（正位）在自我状态场景中的核心是：执念、依赖与被欲望推着走。自我状态里提示某种习惯、欲望或恐惧正在牵引自己。,恶魔正位强调执念、束缚与欲望，通常指向一个需要被看见的核心主题。,执念 | 束缚 | 欲望 | 依赖 | 看见阴影,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
the_devil_upright_decision,the_devil,恶魔,upright,正位,decision,决策,执念、依赖与被欲望推着走,恶魔（正位）在决策场景中的核心是：执念、依赖与被欲望推着走。决策里要看这个选择是不是被短期诱惑或不安推动。,恶魔正位强调执念、束缚与欲望，通常指向一个需要被看见的核心主题。,执念 | 束缚 | 欲望 | 依赖 | 看见阴影,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
the_devil_reversed_love,the_devil,恶魔,reversed,逆位,love,感情,执念、依赖与被欲望推着走,恶魔（逆位）在感情场景中的核心是：执念、依赖与被欲望推着走。感情里要留意执念、依赖、强吸引和边界失衡。,恶魔逆位强调挣脱束缚、戒断与看清诱惑，通常提示该主题受阻、失衡或需要重新调整。,挣脱束缚 | 戒断 | 看清诱惑 | 摆脱控制 | 不再沉迷,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
the_devil_reversed_career,the_devil,恶魔,reversed,逆位,career,事业,执念、依赖与被欲望推着走,恶魔（逆位）在事业场景中的核心是：执念、依赖与被欲望推着走。事业里可能是被薪资、平台、焦虑或外部评价绑住。,恶魔逆位强调挣脱束缚、戒断与看清诱惑，通常提示该主题受阻、失衡或需要重新调整。,挣脱束缚 | 戒断 | 看清诱惑 | 摆脱控制 | 不再沉迷,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
the_devil_reversed_self_state,the_devil,恶魔,reversed,逆位,self_state,自我状态,执念、依赖与被欲望推着走,恶魔（逆位）在自我状态场景中的核心是：执念、依赖与被欲望推着走。自我状态里提示某种习惯、欲望或恐惧正在牵引自己。,恶魔逆位强调挣脱束缚、戒断与看清诱惑，通常提示该主题受阻、失衡或需要重新调整。,挣脱束缚 | 戒断 | 看清诱惑 | 摆脱控制 | 不再沉迷,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
the_devil_reversed_decision,the_devil,恶魔,reversed,逆位,decision,决策,执念、依赖与被欲望推着走,恶魔（逆位）在决策场景中的核心是：执念、依赖与被欲望推着走。决策里要看这个选择是不是被短期诱惑或不安推动。,恶魔逆位强调挣脱束缚、戒断与看清诱惑，通常提示该主题受阻、失衡或需要重新调整。,挣脱束缚 | 戒断 | 看清诱惑 | 摆脱控制 | 不再沉迷,清醒但不替用户决定,medium,替用户做最终决定 | 把牌当唯一依据 | 忽略现实风险 | 绝对化结果,把选项拆成收益、代价、不可接受风险和最小验证。
the_tower_upright_love,the_tower,高塔,upright,正位,love,感情,结构崩塌、真相暴露与强制清醒,高塔（正位）在感情场景中的核心是：结构崩塌、真相暴露与强制清醒。感情里可能是某个假象或压抑问题被打破。,高塔正位强调突变、崩塌与真相暴露，通常指向一个需要被看见的核心主题。,突变 | 崩塌 | 真相暴露 | 结构失效 | 强制清醒,温柔但克制,low_to_medium,断言对方真实想法 | 断言一定复合/分手 | 断言出轨 | 制造等待依赖,回到互动证据、自己的感受和清楚边界。
the_tower_upright_career,the_tower,高塔,upright,正位,career,事业,结构崩塌、真相暴露与强制清醒,高塔（正位）在事业场景中的核心是：结构崩塌、真相暴露与强制清醒。事业里可能是组织、项目或预期发生剧烈变化。,高塔正位强调突变、崩塌与真相暴露，通常指向一个需要被看见的核心主题。,突变 | 崩塌 | 真相暴露 | 结构失效 | 强制清醒,清醒分析,medium,断言一定录用/升职/裁员 | 替用户做职业决定 | 预测具体薪资 | 忽略现实条件,把感受拆成任务、资源、风险、退路和时间表。
the_tower_upright_self_state,the_tower,高塔,upright,正位,self_state,自我状态,结构崩塌、真相暴露与强制清醒,高塔（正位）在自我状态场景中的核心是：结构崩塌、真相暴露与强制清醒。自我状态里像突然意识到不能再骗自己。,高塔正位强调突变、崩塌与真相暴露，通常指向一个需要被看见的核心主题。,突变 | 崩塌 | 真相暴露 | 结构失效 | 强制清醒,温柔陪伴,medium,心理疾病诊断 | 替代心理治疗 | 羞辱用户 | 把情绪神秘化,先承认感受，再找到一个能落地的照顾动作。
