card_id,name_cn,name_en,arcana,suit,rank,element,upright_keywords,reversed_keywords,visual_summary,base_upright_meaning,base_reversed_meaning
two_of_pentacles,星币二,Two of Pentacles,minor,pentacles,two,earth,平衡事务 | 多线并行 | 灵活调整 | 选择 | 平衡,忙乱 | 失衡 | 顾此失彼 | 失衡 | 犹豫,人物 juggling 两枚星币，背景海浪起伏。,星币二正位把现实/资源/金钱/身体/稳定落到“平衡事务、多线并行、灵活调整”这些具体状态中。,星币二逆位多表现为“忙乱、失衡、顾此失彼”，提示这个主题出现阻滞或失衡。
three_of_pentacles,星币三,Three of Pentacles,minor,pentacles,three,earth,协作 | 技能被看见 | 专业建设 | 扩展 | 合作,合作不顺 | 标准不一 | 能力未被认可 | 合作不顺 | 期待落空,工匠在教堂中工作，旁边有人查看图纸。,星币三正位把现实/资源/金钱/身体/稳定落到“协作、技能被看见、专业建设”这些具体状态中。,星币三逆位多表现为“合作不顺、标准不一、能力未被认可”，提示这个主题出现阻滞或失衡。
four_of_pentacles,星币四,Four of Pentacles,minor,pentacles,four,earth,守住资源 | 安全感 | 控制边界 | 稳定 | 停顿,松动控制 | 不再抓紧 | 资源焦虑 | 僵化 | 停滞,人物紧抱星币，脚下和头上也有星币。,星币四正位把现实/资源/金钱/身体/稳定落到“守住资源、安全感、控制边界”这些具体状态中。,星币四逆位多表现为“松动控制、不再抓紧、资源焦虑”，提示这个主题出现阻滞或失衡。
five_of_pentacles,星币五,Five of Pentacles,minor,pentacles,five,earth,匮乏 | 被排除 | 现实困难 | 冲突 | 损失,寻求帮助 | 走出匮乏 | 资源回流 | 修复 | 走出冲突,两人在雪中经过亮着灯的教堂窗外。,星币五正位把现实/资源/金钱/身体/稳定落到“匮乏、被排除、现实困难”这些具体状态中。,星币五逆位多表现为“寻求帮助、走出匮乏、资源回流”，提示这个主题出现阻滞或失衡。
six_of_pentacles,星币六,Six of Pentacles,minor,pentacles,six,earth,给予与接受 | 资源分配 | 支持 | 调整后前进 | 支持,不平等交换 | 亏欠感 | 资源控制 | 旧模式反复 | 支持不足,一人向他人分发金币，手中有天平。,星币六正位把现实/资源/金钱/身体/稳定落到“给予与接受、资源分配、支持”这些具体状态中。,星币六逆位多表现为“不平等交换、亏欠感、资源控制”，提示这个主题出现阻滞或失衡。
seven_of_pentacles,星币七,Seven of Pentacles,minor,pentacles,seven,earth,等待成果 | 评估投入 | 长期耕耘 | 防守 | 选择,急于求成 | 投入回报失衡 | 耐心不足 | 分散 | 逃避,人物看着已经长出的星币，像在评估收成。,星币七正位把现实/资源/金钱/身体/稳定落到“等待成果、评估投入、长期耕耘”这些具体状态中。,星币七逆位多表现为“急于求成、投入回报失衡、耐心不足”，提示这个主题出现阻滞或失衡。
eight_of_pentacles,星币八,Eight of Pentacles,minor,pentacles,eight,earth,练习 | 专业积累 | 稳定打磨 | 推进 | 练习,重复倦怠 | 技能瓶颈 | 偷懒或过劳 | 卡顿 | 倦怠,工匠一枚枚雕刻星币，强调长期练习。,星币八正位把现实/资源/金钱/身体/稳定落到“练习、专业积累、稳定打磨”这些具体状态中。,星币八逆位多表现为“重复倦怠、技能瓶颈、偷懒或过劳”，提示这个主题出现阻滞或失衡。
nine_of_pentacles,星币九,Nine of Pentacles,minor,pentacles,nine,earth,独立丰盛 | 自我价值 | 成果享受 | 临近完成 | 独立,表面丰盛 | 依赖认可 | 安全感不足 | 疲惫 | 防线过重,女子站在葡萄园中，身边有鸟和星币。,星币九正位把现实/资源/金钱/身体/稳定落到“独立丰盛、自我价值、成果享受”这些具体状态中。,星币九逆位多表现为“表面丰盛、依赖认可、安全感不足”，提示这个主题出现阻滞或失衡。
ten_of_pentacles,星币十,Ten of Pentacles,minor,pentacles,ten,earth,长期稳定 | 家庭/组织资源 | 传承 | 完成 | 负荷,结构内矛盾 | 资源分配问题 | 稳定裂缝 | 释放负担 | 结局延迟,家族、老人、孩子与十枚星币共处一处。,星币十正位把现实/资源/金钱/身体/稳定落到“长期稳定、家庭/组织资源、传承”这些具体状态中。,星币十逆位多表现为“结构内矛盾、资源分配问题、稳定裂缝”，提示这个主题出现阻滞或失衡。
page_of_pentacles,星币侍从,Page of Pentacles,minor,pentacles,page,earth,学习现实技能 | 新工作/学习机会 | 踏实开始 | 学习 | 消息,行动慢 | 眼高手低 | 机会理解不足 | 不成熟 | 消息延误,年轻人专注看着星币，像在学习如何落地。,星币侍从正位把现实/资源/金钱/身体/稳定落到“学习现实技能、新工作/学习机会、踏实开始”这些具体状态中。,星币侍从逆位多表现为“行动慢、眼高手低、机会理解不足”，提示这个主题出现阻滞或失衡。
knight_of_pentacles,星币骑士,Knight of Pentacles,minor,pentacles,knight,earth,踏实推进 | 责任感 | 慢但稳 | 行动 | 推进,停滞 | 保守 | 拖延 | 冲动 | 失速,骑士骑着静止的马，手持星币观察前方。,星币骑士正位把现实/资源/金钱/身体/稳定落到“踏实推进、责任感、慢但稳”这些具体状态中。,星币骑士逆位多表现为“停滞、保守、拖延”，提示这个主题出现阻滞或失衡。
queen_of_pentacles,星币皇后,Queen of Pentacles,minor,pentacles,queen,earth,照顾现实 | 稳定滋养 | 生活经营 | 成熟接纳 | 内在掌握,过度操心 | 安全感焦虑 | 现实压力内化 | 情绪/资源失衡 | 过度内耗,皇后凝视星币，周围自然丰盛。,星币皇后正位把现实/资源/金钱/身体/稳定落到“照顾现实、稳定滋养、生活经营”这些具体状态中。,星币皇后逆位多表现为“过度操心、安全感焦虑、现实压力内化”，提示这个主题出现阻滞或失衡。
king_of_pentacles,星币国王,King of Pentacles,minor,pentacles,king,earth,资源掌控 | 事业稳定 | 成熟经营 | 成熟掌控 | 领导,物质控制 | 保守固执 | 只看利益 | 控制过度 | 僵硬,国王坐在被葡萄和星币环绕的王座上。,星币国王正位把现实/资源/金钱/身体/稳定落到“资源掌控、事业稳定、成熟经营”这些具体状态中。,星币国王逆位多表现为“物质控制、保守固执、只看利益”，提示这个主题出现阻滞或失衡。
